NAME,WEAR,STICKER_0,STICKER_1,STICKER_2,STICKER_3,ID,LINK
StatTrak™ AK-47 | Neon Rider,Field-Tested,DJ Safecracker (Lenticular),Ace Clutch Co. (Holo),Blue Gem (Glitter),,730_2_27541969770,https://steamcommunity.com/profiles/76561199199127358/inventory/#730_2_27541969770
AWP | Asiimov,Battle-Scarred,Dragon Lore (Foil),,,,730_2_27519886603,https://steamcommunity.com/profiles/76561199199127358/inventory/#730_2_27519886603
AWP | Man-o'-war,Field-Tested,Dragon Lore (Foil),Phoenix (Foil),,,730_2_27468918427,https://steamcommunity.com/profiles/76561199199127358/inventory/#730_2_27468918427
StatTrak™ AWP | Worm God,Well-Worn,Team SoloMid | Cluj-Napoca 2015,Team SoloMid (Foil) | Cluj-Napoca 2015,Team SoloMid (Foil) | Cluj-Napoca 2015,Team SoloMid | Cluj-Napoca 2015,730_2_27543263568,https://steamcommunity.com/profiles/76561199198733183/inventory/#730_2_27543263568
Desert Eagle | Trigger Discipline,Factory New,Blue Gem (Glitter),Blue Gem (Glitter),,,730_2_27542960491,https://steamcommunity.com/profiles/76561199198733183/inventory/#730_2_27542960491
StatTrak™ Glock-18 | Blue Fissure,Field-Tested,Fnatic | Katowice 2015,,,,730_2_27542786163,https://steamcommunity.com/profiles/76561199198733183/inventory/#730_2_27542786163
StatTrak™ AK-47 | Elite Build,Battle-Scarred,olofmeister | Boston 2018,London Conspiracy | Cologne 2014,,,730_2_27577892632,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27577892632
AK-47 | Frontside Misty,Minimal Wear,Blue Gem (Glitter),Blue Gem (Glitter),,,730_2_27577729025,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27577729025
AWP | Elite Build,Well-Worn,JW (Foil) | Cluj-Napoca 2015,ENCE (Glitter) | Rio 2022,Snappi (Glitter) | Rio 2022,Team Liquid (Glitter) | Rio 2022,730_2_27565612907,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27565612907
AK-47 | Redline,Field-Tested,FaZe Clan | Cologne 2016,FaZe Clan | Cologne 2016,FaZe Clan | Cologne 2016,aizy | Cologne 2016,730_2_27565612876,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27565612876
M4A1-S | Nitro,Minimal Wear,Fnatic | Katowice 2015,Fnatic | Katowice 2015,,,730_2_27559391044,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27559391044
AK-47 | Bloodsport,Field-Tested,FaZe Clan (Gold) | Stockholm 2021,Fnatic (Holo) | Cologne 2014,shroud (Foil) | Cologne 2015,electroNic (Gold) | Stockholm 2021,730_2_27519246288,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27519246288
M4A1-S | Cyrex,Field-Tested,G2 Esports | MLG Columbus 2016,Ex6TenZ | MLG Columbus 2016,FaZe Clan | Cologne 2016,,730_2_27514058150,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27514058150
AK-47 | Frontside Misty,Field-Tested,Legendary,Global Elite,ESL | Cologne 2016,,730_2_27470111676,https://steamcommunity.com/profiles/76561199199895773/inventory/#730_2_27470111676
Desert Eagle | Kumicho Dragon,Minimal Wear,Blue Gem (Glitter),Blue Gem (Glitter),,,730_2_27561548850,https://steamcommunity.com/profiles/76561199198699117/inventory/#730_2_27561548850
FAMAS | Survivor Z,Minimal Wear,pashaBiceps (Foil) | Boston 2018,olofmeister | Berlin 2019,GuardiaN | Berlin 2019,NEO | Berlin 2019,730_2_27543100386,https://steamcommunity.com/profiles/76561199198699117/inventory/#730_2_27543100386
USP-S | Guardian,Minimal Wear,Good Luck,ESL | Cologne 2016,,,730_2_27540506830,https://steamcommunity.com/profiles/76561199198699117/inventory/#730_2_27540506830
AK-47 | Wasteland Rebel,Field-Tested,Lambda (Holo),Lambda (Holo),Lambda (Holo),Lambda (Holo),730_2_27534489410,https://steamcommunity.com/profiles/76561199198699117/inventory/#730_2_27534489410
M4A1-S | Flashback,Field-Tested,flusha (Foil) | London 2018,,,,730_2_27533735380,https://steamcommunity.com/profiles/76561199198699117/inventory/#730_2_27533735380
AWP | BOOM,Field-Tested,Space Soldiers (Holo) | Boston 2018,Health (Gold),Avangar (Holo) | Boston 2018,,730_2_27577328499,https://steamcommunity.com/profiles/76561199199381418/inventory/#730_2_27577328499
M4A1-S | Chantico's Fire,Field-Tested,Blue Gem (Glitter),,,,730_2_27577328438,https://steamcommunity.com/profiles/76561199199381418/inventory/#730_2_27577328438
AK-47 | Ice Coaled,Field-Tested,Copenhagen Flames | Antwerp 2022,Blue Gem (Glitter),Drug War Veteran,Drug War Veteran,730_2_27577328431,https://steamcommunity.com/profiles/76561199199381418/inventory/#730_2_27577328431
AK-47 | Slate,Field-Tested,Nice Clutch (Holo),Astralis | Antwerp 2022,Runtime (Holo),War,730_2_27570078324,https://steamcommunity.com/profiles/76561199199381418/inventory/#730_2_27570078324
StatTrak™ M4A1-S | Bright Water,Minimal Wear,Fnatic | Katowice 2015,Fnatic | Katowice 2015,Fnatic (Holo) | Katowice 2019,Fnatic (Holo) | Katowice 2019,730_2_27480215654,https://steamcommunity.com/profiles/76561199199381418/inventory/#730_2_27480215654
StatTrak™ AWP | Mortis,Minimal Wear,Go Boom (Glitter),Blue Gem (Glitter),Battle Scarred (Holo),,730_2_27568551336,https://steamcommunity.com/profiles/76561199196627861/inventory/#730_2_27568551336
